ao_hechos;mes_hechos;fecha_hechos;delito;categoria_delito;fiscalia;agencia;unidad_investigacion;alcaldia_hechos;colonia_hechos;ao_inicio;mes_inicio;fecha_inicio;calle_hechos;calle_hechos2;longitud;latitud;geopoint
2019;Abril;2019-04-07 22:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;75BIS;3 S/D;GUSTAVO A MADERO;CAMPESTRE ARAGÓN;2019;Mayo;2019-05-09 13:26;CAMINO CAMPESTRE;NA;-99.0782275895363;19.4839533087555;19.4839533088,-99.0782275895
2017;Diciembre;2017-12-04 08:00;COHECHO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS;B;UI-3CD;MIGUEL HIDALGO;SAN DIEGO OCOYOACAC;2019;Mayo;2019-05-09 13:31;AV. AQUILES SERDAN;ESQ. LAGO GASCASONICA;-99.1910071587227;19.4609739277629;19.4609739278,-99.1910071587
2019;Marzo;2019-03-28 12:00;NEGACION DEL SERVICIO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN DE LOS DELITOS COMETIDOS POR SERVIDORES PUBLICOS;B;UI-3CD;LA MAGDALENA CONTRERAS;BARRANCA SECA;2019;Mayo;2019-05-09 13:31;JOSE MORENO SALIDO;NA;-99.2415403647849;19.3051095245129;19.3051095245,-99.2415403648
2019;Mayo;2019-05-09 08:30;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;EMILIANO ZAPATA;2019;Mayo;2019-05-09 13:35;YECAHUIIZOTL;ENTRE: TONALA Y SAN FRANCISCO;-98.9691247323192;19.3310164533272;19.3310164533,-98.9691247323
2019;Mayo;2019-05-05 18:00;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-5;UI-3CD;GUSTAVO A MADERO;AMPLIACIÓN CASAS ALEMÁN;2019;Mayo;2019-05-09 13:36;PUERTO TAMPICO;PUERTO TUXPAN;-99.0815932559964;19.4761594394526;19.4761594395,-99.081593256
2019;Mayo;2019-05-03 18:30;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-1;UI-3SD;GUSTAVO A MADERO;PALMATITLA;2019;Mayo;2019-05-09 13:40;FELIPE ANGELES;DARIO FERNANDEZ;-99.1319776000952;19.5543711954366;19.5543711954,-99.1319776001
2019;Mayo;2019-05-09 13:00;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;INVESTIGACIÓN EN VENUSTIANO CARRANZA;VC-3;UI-3CD;GUSTAVO A MADERO;SAN JUAN DE ARAGÓN VI SECCIÓN;2019;Mayo;2019-05-09 13:50;AVENIDA 412;ENTRE CALLE 1521;-99.0671142897513;19.4651248752574;19.4651248753,-99.0671142898
2019;Mayo;2019-05-05 23:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;75BIS;2 S/D;TLALPAN;SAN ANDRÉS TOTOLTEPEC;2019;Mayo;2019-05-09 13:54;1 RA CERRADA DE LA MORA;NA;-99.1542888617953;19.2725388634815;19.2725388635,-99.1542888618
2019;Mayo;2019-05-09 11:30;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;IZTACALCO;GRANJAS MÉXICO;2019;Mayo;2019-05-09 13:58;VAINILLA;Y HORTALIZA;-99.0873313487818;19.3942682377709;19.3942682378,-99.0873313488
2019;Mayo;2019-05-08 21:30;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-1;UI-1SD;MIGUEL HIDALGO;LEGARIA;2019;Mayo;2019-05-09 14:05;CALZ. LEGARIA;FELIPE CARRILLO PUERTO;-99.1958388998301;19.4549810001596;19.4549810002,-99.1958388998
2019;Mayo;2019-05-01 01:40;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN COYOACÁN;COY-1;UI-1CD;COYOACAN;DEL CARMEN;2019;Mayo;2019-05-09 14:06;VIENA Y CENTENARIO;CENTENARIO;-99.1635077999241;19.3565543079241;19.3565543079,-99.1635077999
2019;Mayo;2019-05-03 10:00;FALSIFICACION DE DOCUMENTOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN AZCAPOTZALCO;AZ-4;UI-3SD;AZCAPOTZALCO;SANTIAGO AHUIZOTLA;2019;Mayo;2019-05-09 14:13;CALZ.SANTIAGO AHUIZOTLA;NA;-99.2094495600643;19.4764627834112;19.4764627834,-99.2094495601
2019;Mayo;2019-05-09 10:30;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;NARVARTE;2019;Mayo;2019-05-09 14:14;XOCHICALCO;NA;-99.1539256739646;19.3931099347174;19.3931099347,-99.153925674
2019;Mayo;2019-05-09 07:35;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-4;UI-3SD;MIGUEL HIDALGO;POLANCO;2019;Mayo;2019-05-09 14:17;HEGEL;PRESIDENTE MASARYK;-99.188098999566;19.432822100207;19.4328221002,-99.1880989996
2019;Mayo;2019-05-07 20:30;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-4;UI-3CD;CUAUHTEMOC;PERALVILLO;2019;Mayo;2019-05-09 14:18;BEETHOVEN;MISTERIOS;-99.1283296004746;19.4594081014187;19.4594081014,-99.1283296005
2019;Febrero;2019-02-07 16:00;ABUSO DE CONFIANZA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS;STCMH;UI-1CD;VENUSTIANO CARRANZA;MERCED BALBUENA;2019;Mayo;2019-05-09 14:20;RAFAEL HELIODORO VALLE;FRAY SERVANDO TERESA DE MIER;-99.1222082995571;19.4179410982524;19.4179410983,-99.1222082996
2018;Septiembre;2018-09-20 12:00;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-6;FDS-6-03;CUAUHTEMOC;NA;2019;Mayo;2019-05-09 14:21;NO ESPECIFICA LUGAR DE LOS HECHOS;SIN PRECISAR;NA;NA;
2018;Septiembre;2018-09-19 19:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-3;UI-3SD;BENITO JUAREZ;DEL VALLE CENTRO;2019;Mayo;2019-05-09 14:22;SAN BORGA;NA;-99.1698383000865;19.3854016977479;19.3854016977,-99.1698383001
2019;Mayo;2019-05-07 23:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;CJM-IZP;3 SIN DETENIDO;IZTAPALAPA;LOMAS DE LA ESTANCIA;2019;Mayo;2019-05-09 14:26;PROLONGACIÓN COMETA;ESTRELLITA;-99.0100918374297;19.3394244150913;19.3394244151,-99.0100918374
2019;Mayo;2019-05-08 00:30;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;CJM-AZ;3 SIN DETENIDO;MIGUEL HIDALGO;ANAHUAC;2019;Mayo;2019-05-09 14:31;LAGO GARDA;NA;-99.181728799966;19.4495201003062;19.4495201003,-99.1817288
2018;Mayo;2018-05-09 13:40;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN ÁLVARO OBREGÓN;AO-3;UI-3CD;ALVARO OBREGON;BARRIO NORTE;2019;Mayo;2019-05-09 14:33;DIAZ ORDAZ;NA;-99.20695340351;19.3778088910994;19.3778088911,-99.2069534035
2019;Mayo;2019-05-07 20:00;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;DEL VALLE CENTRO;2019;Mayo;2019-05-09 14:41;AVENIDA DIVISION DEL NORTE;NA;-99.1608564003329;19.384549703047;19.384549703,-99.1608564003
2019;Mayo;2019-05-09 09:20;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;IZTAPALAPA;ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN;2019;Mayo;2019-05-09 14:43;PLAN DE AYALA;NA;-99.0323111377624;19.3563559398594;19.3563559399,-99.0323111378
2019;Marzo;2019-03-08 17:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;75BIS;2 S/D;IZTAPALAPA;GUADALUPE DEL MORAL;2019;Mayo;2019-05-09 14:43;VICENTE SUAREZ;NA;-99.0735660344497;19.371864464451;19.3718644645,-99.0735660344
2019;Mayo;2019-05-08 14:00;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO;E;3 CON DETENIDO 3 C/D;TLAHUAC;CONCHITA A;2019;Mayo;2019-05-09 14:43;SANTIAGO FERNANDEZ;NA;-99.0376438004673;19.285032396094;19.2850323961,-99.0376438005
2019;Mayo;2019-05-08 21:00;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-1;UI-3CD;TLALPAN;PEDREGAL DE SAN NICOLÁS 3A SECCIÓN;2019;Mayo;2019-05-09 14:45;BOCOBA;NA;-99.2301955995922;19.2831857980208;19.283185798,-99.2301955996
2019;Mayo;2019-05-08 22:45;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;CUAUHTEMOC;ROMA NORTE;2019;Mayo;2019-05-09 14:46;DURANGO;VALLADOLID;-99.1681831999795;19.4196872975258;19.4196872975,-99.1681832
2019;Mayo;2019-05-05 17:00;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLAHUAC;URI-TLH-2;UI-1SD;TLAHUAC;AMPLIACIÓN LA CONCHITA;2019;Mayo;2019-05-09 14:46;IZTACCHIHUATL;PRIMERA DE IZTACCHIHUAT;-99.0021611001342;19.2342339967273;19.2342339967,-99.0021611001
2019;Mayo;2019-05-09 12:50;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-6;UI-3CD;GUSTAVO A MADERO;VALLEJO;2019;Mayo;2019-05-09 14:47;MENDELSHON;PUCCINI;-99.1349036573563;19.4657450832663;19.4657450833,-99.1349036574
2019;Mayo;2019-05-08 16:00;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN VENUSTIANO CARRANZA;VC-1;UI-3SD;VENUSTIANO CARRANZA;ZONA CENTRO;2019;Mayo;2019-05-09 14:51;CALLE ROSARIO;ESQUINA CALLE GENERAL ANAYA;-99.1230676151679;19.4279939016152;19.4279939016,-99.1230676152
2019;Abril;2019-04-23 13:00;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MAGDALENA CONTRERAS;MC-2;UI-3CD;LA MAGDALENA CONTRERAS;HÉROES DE PADIERNA;2019;Mayo;2019-05-09 14:56;CAMINO  A SANTA TERESA;PERIFERICO SUR;-99.2201593305683;19.3120119121975;19.3120119122,-99.2201593306
2019;Abril;2019-04-06 07:17;DAÑO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-3;UI-3SD;BENITO JUAREZ;ÁLAMOS;2019;Mayo;2019-05-09 14:59;SEGOVIA;NAVARRA;-99.1448813001714;19.4009881972915;19.4009881973,-99.1448813002
2019;Mayo;2019-05-09 13:27;PORTACION DE ARMA DE FUEGO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-4;UI-3CD;GUSTAVO A MADERO;VASCO DE QUIROGA;2019;Mayo;2019-05-09 15:04;FRAY BARTOLOME DE LAS CASAS;NA;-99.0920464877169;19.4970286651969;19.4970286652,-99.0920464877
2019;Mayo;2019-05-09 14:32;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-2;UI-3CD;GUSTAVO A MADERO;SAN JUAN DE ARAGÓN III SECCIÓN;2019;Mayo;2019-05-09 15:07;AVENIDA 595;AVENIDA 506;-99.0721263628991;19.4513808593112;19.4513808593,-99.0721263629
2019;Abril;2019-04-20 10:00;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTACALCO;IZC-1;UI-3SD;IZTACALCO;CAMPAMENTO 2 DE OCTUBRE;2019;Mayo;2019-05-09 15:08;JUAN ALVAREZ;NA;-99.1172699685951;19.3853987836652;19.3853987837,-99.1172699686
2019;Mayo;2019-05-09 11:20;ROBO DE MOTOCICLETA SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN COYOACÁN;COY-4;UI-3CD;BENITO JUAREZ;SAN JOSÉ INSURGENTES;2019;Mayo;2019-05-09 15:10;JOSE MARIA VELAZCO;INSURGENTES;-99.1829846359035;19.3627405263897;19.3627405264,-99.1829846359
2019;Mayo;2019-05-08 17:45;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN XOCHIMILCO;XO-2;UI-1SD;XOCHIMILCO;SAN MARCOS;2019;Mayo;2019-05-09 15:16;AVENIDA MEXICO;NA;-99.1124260001837;19.2645779036161;19.2645779036,-99.1124260002
2019;Mayo;2019-05-09 11:30;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-4;UI-3SD;MIGUEL HIDALGO;POLANCO;2019;Mayo;2019-05-09 15:17;AV. HOMERO;NA;-99.2131196003689;19.4371754984304;19.4371754984,-99.2131196004
2019;Mayo;2019-05-09 14:00;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-5;FDS-5-03;IZTAPALAPA;CHINAMPAC DE JUÁREZ;2019;Mayo;2019-05-09 15:19;PLUTARCO ELIAS CALLES;TELECOMUNICACIONES;-99.0519832639895;19.3805670955073;19.3805670955,-99.051983264
2019;Mayo;2019-05-06 13:30;ROBO DE DOCUMENTOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-3;UI-3CD;TLALPAN;TORIELLO GUERRA;2019;Mayo;2019-05-09 15:24;AVENIDA SAN FERNANDO;NA;-99.1663558999797;19.2919452962154;19.2919452962,-99.1663559
2019;Mayo;2019-05-09 08:30;ROBO DE MOTOCICLETA SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-7;UI-3CD;IZTAPALAPA;LOMAS ESTRELLA 2A SECCION;2019;Mayo;2019-05-09 15:24;AVENIDA TLAHUAC;SIRACUSA;-99.0930168998176;19.321435698498;19.3214356985,-99.0930168998
2019;Mayo;2019-05-09 14:10;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-1;FDS-1-03;CUAUHTEMOC;DOCTORES;2019;Mayo;2019-05-09 15:36;ESTACION DE METRO HOSPITAL GENERAL, LINEA 3 DE UNIVERSIDAD A INDIOS VERDES;NA;-99.1531617999729;19.413636400895;19.4136364009,-99.1531618
2019;Mayo;2019-05-09 14:45;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3CD;CUAUHTEMOC;AMPLIACIÓN ASTURIAS;2019;Mayo;2019-05-09 15:39;CALZADA CHABACANO;NA;-99.1326443001942;19.4084198289707;19.408419829,-99.1326443002
2019;Mayo;2019-05-09 06:00;ROBO DE VEHICULO DE SERVICIO PÚBLICO CON VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-3;UI-3SD;GUSTAVO A MADERO;LA CASILDA;2019;Mayo;2019-05-09 15:41;AV. CASTILLO;NA;-99.1275006999941;19.5565534963912;19.5565534964,-99.1275007
2019;Febrero;2019-02-26 21:25;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;INVESTIGACIÓN EN IZTACALCO;IZC-1;UI-3SD;IZTACALCO;AGRÍCOLA PANTITLAN;2019;Mayo;2019-05-09 15:41;CALLE    3;NA;-99.0649335281302;19.4094906930904;19.4094906931,-99.0649335281
2019;Mayo;2019-05-09 05:30;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-3;UI-1SD;IZTAPALAPA;CENTRAL DE ABASTO;2019;Mayo;2019-05-09 15:44;NAVE 3 DE LA LETRA J, AREA DE FRUTAS Y LEGUMBRES;NA;-99.0897891003599;19.3747351969232;19.3747351969,-99.0897891004
2019;Mayo;2019-05-09 14:17;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-5;UI-3CD;MIGUEL HIDALGO;TACUBA;2019;Mayo;2019-05-09 15:46;CALZADA LEGARIA;NA;-99.1896715899994;19.4595042193767;19.4595042194,-99.18967159
2019;Abril;2019-04-17 12:00;SUSTRACCION DE MENORES;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES;59;UI-3CD;IZTAPALAPA;LOMAS DE SANTA CRUZ;2019;Mayo;2019-05-09 15:47;VILLA FRATI;NA;-99.0378544003206;19.3297217020112;19.329721702,-99.0378544003
2019;Mayo;2019-05-09 15:00;PERDIDA DE LA VIDA POR SUICIDIO;HECHO NO DELICTIVO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3SD;CUAUHTEMOC;GUERRERO;2019;Mayo;2019-05-09 15:48;LERDO;MOCTEZUMA;-99.1428695993752;19.4436952679576;19.443695268,-99.1428695994
2019;Marzo;2019-03-01 13:43;ALLANAMIENTO DE MORADA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;IZTACALCO;INFONAVIT IZTACALCO;2019;Mayo;2019-05-09 15:54;GUIJARRO;NA;-99.1052650007746;19.3853491016408;19.3853491016,-99.1052650008
2019;Mayo;2019-05-09 06:11;ALLANAMIENTO DE MORADA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-7;UI-3SD;CUAUHTEMOC;CONDESA;2019;Mayo;2019-05-09 16:00;CUERNAVACA;JUAN ESCUTIA;-99.1755247002679;19.4140765020554;19.4140765021,-99.1755247003
2019;Marzo;2019-03-12 12:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;75TER;3 S/D;AZCAPOTZALCO;EL ROSARIO;2019;Mayo;2019-05-09 16:05;JACARANDAS;NA;-99.2035408003298;19.5070356014703;19.5070356015,-99.2035408003
2019;Mayo;2019-05-02 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-8;UI-3SD;CUAUHTEMOC;DOCTORES;2019;Mayo;2019-05-09 16:11;DR LAVISTA;NA;-99.1479162998027;19.4238397988459;19.4238397988,-99.1479162998
2019;Febrero;2019-02-11 21:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;75BIS;3 S/D;ALVARO OBREGON;JARDINES DEL PEDREGAL;2019;Mayo;2019-05-09 16:15;CRESTON;NA;-99.2154970996792;19.3147563028579;19.3147563029,-99.2154970997
2019;Mayo;2019-05-09 15:00;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-3;FDS-3-03;CUAUHTEMOC;CONDESA;2019;Mayo;2019-05-09 16:18;JUAN ESCUTIA;NA;-99.1783016172319;19.4165607205558;19.4165607206,-99.1783016172
2019;Mayo;2019-05-09 14:20;HOMICIDIO POR ARMA BLANCA;HOMICIDIO DOLOSO;INVESTIGACIÓN EN MAGDALENA CONTRERAS;MC-1;UI-3SD;LA MAGDALENA CONTRERAS;LA CARBONERA;2019;Mayo;2019-05-09 16:22;AVENIDA CARBONERA;MIMOSA;-99.2556012892685;19.3004888550702;19.3004888551,-99.2556012893
2019;Mayo;2019-05-09 15:20;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN ÁLVARO OBREGÓN;AO-3;UI-3CD;ALVARO OBREGON;CORPUS CHRISTY;2019;Mayo;2019-05-09 16:22;TAMAULIPAS;NA;-99.2480490868522;19.3631855423904;19.3631855424,-99.2480490869
2019;Abril;2019-04-19 01:10;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN VENUSTIANO CARRANZA;VC-1;UI-3SD;VENUSTIANO CARRANZA;AZTECA;2019;Mayo;2019-05-09 16:25;EJE 1 NTE. ALBAÑILES;ANFORA;-99.1104253980741;19.4376301500193;19.43763015,-99.1104253981
2019;Mayo;2019-05-08 21:30;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-8;UI-3SD;GUSTAVO A MADERO;ARAGÓN INGUARÁN;2019;Mayo;2019-05-09 16:33;TEYOLT;DEL PARQUE;-99.108007900153;19.4720341964515;19.4720341965,-99.1080079002
2019;Mayo;2019-05-09 13:55;ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA;ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-4;UI-3SD;MIGUEL HIDALGO;POLANCO;2019;Mayo;2019-05-09 16:33;AV. MOLIERE;NA;-99.2018036001816;19.4332857039707;19.433285704,-99.2018036002
2011;Enero;2011-01-01 00:00;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A BIENES INMUEBLES;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN AZCAPOTZALCO;AZ-1;UI-3SD;AZCAPOTZALCO;PRESIDENTE MADERO;2019;Mayo;2019-05-09 16:43;SPMZ EDIF H11 DEPTO 203;NA;-99.2014270364041;19.495509684337;19.4955096843,-99.2014270364
2018;Julio;2018-07-03 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-1;UI-3CD;TLALPAN;TLALPAN CENTRO I;2019;Mayo;2019-05-09 16:44;SE IGNORA;NA;-99.1623725003917;19.290289402669;19.2902894027,-99.1623725004
2019;Mayo;2019-05-09 14:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-2;UI-3CD;GUSTAVO A MADERO;LA LAGUNA TICOMÁN;2019;Mayo;2019-05-09 16:49;CALZADA TICOMAN;NA;-99.1346881640187;19.5169352833353;19.5169352833,-99.134688164
2019;Mayo;2019-05-09 04:00;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-8;UI-3CD;IZTAPALAPA;LOS ÁNGELES;2019;Mayo;2019-05-09 16:55;PRIVADA SANTA CRUZ;NA;-99.0736966997265;19.3489975019729;19.348997502,-99.0736966997
2019;Marzo;2019-03-29 18:00;VIOLACION EQUIPARADA;VIOLACIÓN;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-6;FDS-6-03;TECAMAC;NA;2019;Mayo;2019-05-09 16:58;LOS HEROES TECAMAC;MUNICIPIO DE TECAMAC., ESTADO DE MEXICO;NA;NA;
2019;Mayo;2019-05-09 16:03;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-3;UI-3CD;IZTACALCO;MOSCO CHINAMPA;2019;Mayo;2019-05-09 16:59;ORIENTE 116;PUENTE DE BIEN;-99.1008099966278;19.388962313227;19.3889623132,-99.1008099966
2019;Mayo;2019-05-01 12:00;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN COYOACÁN;COY-1;UI-1SD;BENITO JUAREZ;NAPOLES;2019;Mayo;2019-05-09 17:01;INSURGENTES SUR;NA;-99.1727371138665;19.3933042751738;19.3933042752,-99.1727371139
2019;Abril;2019-04-07 00:02;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-1;UI-3CD;TLALPAN;VILLA OLÍMPICA;2019;Mayo;2019-05-09 17:01;CAMINO A SANTA TERESA;NA;-99.188105968922;19.2961577142713;19.2961577143,-99.1881059689
2019;Mayo;2019-05-01 13:30;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-3;UI-3SD;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 17:12;JESUS MARIA;NA;-99.1285105003721;19.428556196782;19.4285561968,-99.1285105004
2019;Enero;2019-01-18 18:30;DESPOJO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN AZCAPOTZALCO;AZ-1;UI-3SD;AZCAPOTZALCO;HOGARES FERROCARRILEROS;2019;Mayo;2019-05-09 17:17;FERROCARRIL CENTRAL;NA;-99.1643812886394;19.473802186957;19.473802187,-99.1643812886
2019;Mayo;2019-05-09 12:30;ROBO A REPARTIDOR Y VEHICULO CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-8;UI-3CD;IZTAPALAPA;JOSÉ LÓPEZ PORTILLO;2019;Mayo;2019-05-09 17:18;MIRASOLES (NO SE UBICO LA CALLE DE REFERENCIA EN EL PERIMETRO DE LA COLONIA);NA;-99.0833740004165;19.3048096016203;19.3048096016,-99.0833740004
