ao_hechos;mes_hechos;fecha_hechos;delito;categoria_delito;fiscalia;agencia;unidad_investigacion;alcaldia_hechos;colonia_hechos;ao_inicio;mes_inicio;fecha_inicio;calle_hechos;calle_hechos2;longitud;latitud;geopoint
2019;Febrero;2019-02-20 12:00;ABUSO DE CONFIANZA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-1;UI-3CD;TLALPAN;FUENTES DEL PEDREGAL;2019;Mayo;2019-05-09 17:21;CARRETERA PICACHO AJUSCO;NA;-99.2124249001896;19.2993943026182;19.2993943026,-99.2124249002
2019;Mayo;2019-05-03 14:00;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;CUAUHTEMOC;HIPÓDROMO;2019;Mayo;2019-05-09 17:23;OMETUSCO;NA;-99.1742188998458;19.4052418953348;19.4052418953,-99.1742188998
2019;Mayo;2019-05-08 16:30;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;CUAUHTEMOC;OBRERA;2019;Mayo;2019-05-09 17:23;CALZADA SAN ANTONIO ABAD;NA;-99.1356199144515;19.4100402551047;19.4100402551,-99.1356199145
2019;Mayo;2019-05-06 15:40;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO;E;3 CON DETENIDO 3 C/D;BENITO JUAREZ;NAPOLES;2019;Mayo;2019-05-09 17:27;OKLAHOMA;NA;-99.1754043998411;19.3926376996996;19.3926376997,-99.1754043998
2019;Mayo;2019-05-07 22:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;JUZGADOS FAMILIARES;CJM-IZP;3 SIN DETENIDO;IZTAPALAPA;SAN ANTONIO;2019;Mayo;2019-05-09 17:28;NEZAHUALCOYOTL;ALDAMA;-99.070709619041;19.3029285287276;19.3029285287,-99.070709619
2019;Marzo;2019-03-04 12:00;USURPACIÓN DE IDENTIDAD;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN COYOACÁN;COY-4;UI-3CD;COYOACAN;AJUSCO;2019;Mayo;2019-05-09 17:31;TOLTECAS;NA;-99.1624505477078;19.3234919457455;19.3234919457,-99.1624505477
2019;Mayo;2019-05-09 16:45;ENCUBRIMIENTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE ROBO DE VEHICULOS Y TRANSPORTE;ORIENTEII;UI-3CD;CUAUHTEMOC;OBRERA;2019;Mayo;2019-05-09 17:32;CALZADA SAN ANTONIO ABAD;JOSE JOAQUIN ARRIAGA;-99.1348442455855;19.4157499132846;19.4157499133,-99.1348442456
2019;Mayo;2019-05-07 14:30;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES;59;UI-3CD;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 17:36;NEZAHUALCOYOTL;NA;-99.1345910004534;19.4250157970002;19.425015797,-99.1345910005
2019;Mayo;2019-05-08 00:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES;59;UI-3CD;TLALPAN;VISTAS DEL PEDREGAL;2019;Mayo;2019-05-09 17:46;SEGUNDA CERRADA DE CHABACANO;NA;-99.2351125999476;19.2732789995996;19.2732789996,-99.2351125999
2019;Mayo;2019-05-09 11:47;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-2;UI-3CD;TLALPAN;HÉROES DE PADIERNA;2019;Mayo;2019-05-09 17:57;PICACHO AJUSCO;HALACHO;-99.2181466002473;19.2880590985415;19.2880590985,-99.2181466002
2019;Mayo;2019-05-08 14:00;PRIVACION DE LA LIBERTAD PERSONAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO;E;3 CON DETENIDO 3 C/D;IZTAPALAPA;SAN IGNACIO;2019;Mayo;2019-05-09 17:58;EJE 6;NA;-99.0963809539868;19.3669433441176;19.3669433441,-99.096380954
2019;Mayo;2019-05-09 14:00;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;DEL VALLE CENTRO;2019;Mayo;2019-05-09 17:58;AV. SAN FRANCISCO;NA;-99.1761554003601;19.3723122034505;19.3723122035,-99.1761554004
2019;Mayo;2019-05-09 08:00;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3SD;CUAUHTEMOC;GUERRERO;2019;Mayo;2019-05-09 18:00;CAMELIA;DEGOLLADO;-99.1453821244905;19.446808087089;19.4468080871,-99.1453821245
2019;Mayo;2019-05-06 06:00;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-3;UI-3SD;GUSTAVO A MADERO;SAN PEDRO ZACATENCO;2019;Mayo;2019-05-09 18:01;PUERTO BELEN;NA;-99.1236719996328;19.5109267960246;19.510926796,-99.1236719996
2018;Julio;2018-07-09 08:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-2;UI-1SD;NAUCALPAN DE JUAREZ;NA;2019;Mayo;2019-05-09 18:03;PARQUE DE LA ESTRELLA;HECHOS EN NAUCALPAN EDO. DE MEXICO;NA;NA;
2019;Mayo;2019-05-09 10:00;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-6;UI-3CD;IZTAPALAPA;LOMAS DE ZARAGOZA;2019;Mayo;2019-05-09 18:08;CALZADA IGNACIO ZARAGOZA;NA;-99.0006205776162;19.3579389376469;19.3579389376,-99.0006205776
2013;Junio;2013-06-04 10:00;INSOLVENCIA ALIMENTARIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE NIÑOS, NIÑAS Y ADOLESCENTES;B;B-1 SIN DETENIDO;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 18:15;AVENIDA JUAREZ;NA;-99.142688500397;19.434537098432;19.4345370984,-99.1426885004
2019;Marzo;2019-03-03 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MAGDALENA CONTRERAS;MC-2;UI-3CD;TLALPAN;PEDREGAL DE SAN NICOLÁS 4A SECCIÓN;2019;Mayo;2019-05-09 18:16;DZITAS;NA;-99.2378677997718;19.2757002025593;19.2757002026,-99.2378677998
2019;Mayo;2019-05-08 21:00;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-4;UI-3CD;TLALPAN;TENORIOS 2;2019;Mayo;2019-05-09 18:18;CALZ. DE LOS TENORIOS;NA;-99.1173052996174;19.2968253984262;19.2968253984,-99.1173052996
2019;Marzo;2019-03-15 00:00;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN XOCHIMILCO;XO-2;UI-1SD;XOCHIMILCO;PARQUE ECOLOGICO DE XOCHIMILCO;2019;Mayo;2019-05-09 18:18;ANILLO PERIFERICO;NA;-99.0971809999677;19.2982240038393;19.2982240038,-99.097181
2019;Mayo;2019-05-09 13:15;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;TENORIOS;2019;Mayo;2019-05-09 18:23;CENTENO;CENTENO;-99.0195957156761;19.3300096799893;19.33000968,-99.0195957157
2019;Mayo;2019-05-09 12:30;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-5;UI-3CD;GUSTAVO A MADERO;CAMPESTRE ARAGÓN;2019;Mayo;2019-05-09 18:25;CAMINO A LA PROSPERIDAD A;REPUBLICA MEXICANA;-99.0807990284013;19.4901492760616;19.4901492761,-99.0807990284
2019;Mayo;2019-05-09 17:40;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN VENUSTIANO CARRANZA;VC-3;UI-3CD;VENUSTIANO CARRANZA;PEÑÓN DE LOS BAÑOS;2019;Mayo;2019-05-09 18:32;QUETZALCOATL;NA;-99.0821857996468;19.438221196185;19.4382211962,-99.0821857996
2019;Mayo;2019-05-06 17:33;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-4;UI-3CD;GUSTAVO A MADERO;SANTA ISABEL TOLA;2019;Mayo;2019-05-09 18:36;MORELOS;NA;-99.1137969996704;19.4977577003784;19.4977577004,-99.1137969997
2019;Mayo;2019-05-09 17:45;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-2;UI-3CD;BENITO JUAREZ;PIEDAD NARVARTE;2019;Mayo;2019-05-09 18:37;PETEN;NA;-99.1518369002411;19.4037090000121;19.403709,-99.1518369002
2019;Mayo;2019-05-09 12:30;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-1;UI-1SD;MIGUEL HIDALGO;VERONICA ANZURES;2019;Mayo;2019-05-09 18:37;MELCHOR OCAMPO;NA;-99.1706864546914;19.4351723131806;19.4351723132,-99.1706864547
2019;Mayo;2019-05-09 14:25;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;INVESTIGACIÓN EN ÁLVARO OBREGÓN;AO-1;UI-3SD;ALVARO OBREGON;GOLONDRINAS;2019;Mayo;2019-05-09 18:46;SAN JOSE CAPULA;HALCONES;-99.2154366001824;19.3779680960701;19.3779680961,-99.2154366002
2019;Mayo;2019-05-07 19:50;ROBO A PASAJERO EN TROLEBUS SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-3;UI-3SD;GUSTAVO A MADERO;MAGDALENA DE LAS SALINAS;2019;Mayo;2019-05-09 18:47;EJE CENTRAL LAZARO CARDENAS;NA;-99.1413191001943;19.4813803034233;19.4813803034,-99.1413191002
2019;Abril;2019-04-24 12:00;QUEBRANTAMIENTO DE SELLOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA;A;3 CON DETENIDO 3 C/D;TLALPAN;SAN MIGUEL TOPILEJO;2019;Mayo;2019-05-09 18:52;SIN CALLES DEL SAP;NA;-99.146362100272;19.2000694979021;19.2000694979,-99.1463621003
2019;Mayo;2019-05-09 15:30;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-4;UI-3SD;IZTAPALAPA;EL SIFÓN;2019;Mayo;2019-05-09 18:54;RADIOLOGOS;BIOGRAFOS;-99.1092144998612;19.3733225014076;19.3733225014,-99.1092144999
2019;Abril;2019-04-28 16:00;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN COYOACÁN;COY-3;UI-3SD;COYOACAN;AMPLIACION SAN FRANCISCO CULHUACAN;2019;Mayo;2019-05-09 18:59;EJIDO MEXICALTZINGO;NA;-99.1300428824941;19.3309935512611;19.3309935513,-99.1300428825
2019;Mayo;2019-05-09 05:30;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN AZCAPOTZALCO;AZ-1;UI-3SD;AZCAPOTZALCO;SAN MARTÍN XOCHINAHUAC;2019;Mayo;2019-05-09 19:02;LOS ANGELES;NA;-99.1942777997382;19.5008244034158;19.5008244034,-99.1942777997
2019;Abril;2019-04-01 12:00;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLAHUAC;TLH-2;UI-3SD;TLAHUAC;SELENE 2A. SECCION;2019;Mayo;2019-05-09 19:08;MAR DE LA TRANQUILIDAD;NA;-99.0057166588576;19.2831257221476;19.2831257221,-99.0057166589
2018;Enero;2018-01-01 10:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAJIMALPA;CJ-1;UI-1SD;CUAJIMALPA DE MORELOS;NA;2019;Mayo;2019-05-09 19:10;NO ESPECIFICA;NA;NA;NA;
2018;Octubre;2018-10-01 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN XOCHIMILCO;XO-1;UI-3SD;XOCHIMILCO;SAN MATEO XALPA;2019;Mayo;2019-05-09 19:16;CUAUHTEMOC;NA;-99.1209067603266;19.2329663280132;19.232966328,-99.1209067603
2019;Mayo;2019-05-09 14:00;DAÑO EN PROPIEDAD AJENA CULPOSA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3SD;CUAUHTEMOC;GUERRERO;2019;Mayo;2019-05-09 19:17;VIOLETA;NA;-99.1423026732453;19.4400393592308;19.4400393592,-99.1423026732
2018;Agosto;2018-08-16 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-6;UI-3SD;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 19:20;AV. JUAREZ;NA;-99.141325700295;19.4340286000321;19.4340286,-99.1413257003
2019;Mayo;2019-05-09 10:00;ROBO DE MOTOCICLETA SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN AZCAPOTZALCO;AZ-1;UI-3SD;AZCAPOTZALCO;EL ROSARIO;2019;Mayo;2019-05-09 19:22;AV. DEL ROSARIO;NA;-99.2033333041699;19.5017877847231;19.5017877847,-99.2033333042
2019;Mayo;2019-05-06 21:00;DESPOJO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-2;UI-3CD;TLALPAN;LA PRIMAVERA;2019;Mayo;2019-05-09 19:30;PASEO PENSAMIENTO;NA;-99.2004354545896;19.2671263479651;19.267126348,-99.2004354546
2019;Mayo;2019-05-09 19:00;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3CD;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 19:32;LOPEZ VELARDE;VIZCAINAS;-99.1426418002384;19.4291862043333;19.4291862043,-99.1426418002
2019;Mayo;2019-05-08 12:00;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-6;UI-3CD;GUSTAVO A MADERO;GUADALUPE TEPEYAC;2019;Mayo;2019-05-09 19:34;HENRY FORD;CALZADA DE GUADALUPE;-99.1222266120091;19.4713373517115;19.4713373517,-99.122226612
2019;Mayo;2019-05-09 16:08;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;SAN JOSÉ INSURGENTES;2019;Mayo;2019-05-09 19:34;AVENIDA INSURGENTE SUR;AV. RIO MIXCOAC;-99.1810434996266;19.3677621036384;19.3677621036,-99.1810434996
2019;Marzo;2019-03-23 12:00;QUEBRANTAMIENTO DE SELLOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA;A;3 CON DETENIDO 3 C/D;XOCHIMILCO;SAN GREGORIO ATLAPULCO;2019;Mayo;2019-05-09 19:36;EJIDOS DE XOCHIMILCO Y SAN GREGORIO ATLAPULCO;NA;-99.0557617864614;19.2555558074377;19.2555558074,-99.0557617865
2019;Mayo;2019-05-09 11:25;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;DESARROLLO URBANO QUETZALCOATL;2019;Mayo;2019-05-09 19:40;VILLA INFERIOR;NA;-99.0409113521472;19.3219230258853;19.3219230259,-99.0409113521
2019;Mayo;2019-05-09 14:00;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN COYOACÁN;COY-1;UI-3CD;COYOACAN;SAN FRANCISCO CULHUACAN;2019;Mayo;2019-05-09 19:45;LAS ROSAS NUMERO 6 ESQUINA CON PINO;NA;-99.1173691997707;19.3414212996552;19.3414212997,-99.1173691998
2019;Abril;2019-04-01 20:00;DESPOJO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;IZTACALCO;AMPLIACIÓN GABRIEL RAMOS MILLÁN;2019;Mayo;2019-05-09 19:55;AV. TEZONTLE MZ 21 LT 13;NA;-99.1000261817859;19.3858644544305;19.3858644544,-99.1000261818
2019;Mayo;2019-05-08 12:30;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-8;UI-3SD;CUAUHTEMOC;ROMA NORTE;2019;Mayo;2019-05-09 19:56;CORDOBA;DURANGO;-99.1591504997181;19.4225812998513;19.4225812999,-99.1591504997
2019;Febrero;2019-02-05 10:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAJIMALPA;CJ-1;UI-1SD;CUAJIMALPA DE MORELOS;LOMAS DE SANTA FE;2019;Mayo;2019-05-09 19:58;JUAN SALVADOR AGRAZ;NA;-99.2773286995417;19.3580662008012;19.3580662008,-99.2773286995
2019;Mayo;2019-05-09 13:00;ROBO DE DINERO;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-8;UI-3CD;IZTAPALAPA;PREDIO EL MOLINO;2019;Mayo;2019-05-09 20:01;DAMIANA;GUACEPIL;-99.0675300003704;19.291754901877;19.2917549019,-99.0675300004
2019;Mayo;2019-05-09 19:30;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN GUSTAVO A. MADERO;GAM-4;UI-3CD;GUSTAVO A MADERO;GUADALUPE TEPEYAC;2019;Mayo;2019-05-09 20:09;CALZADA DE GUADALUPE;NA;-99.1234234541873;19.4685484088588;19.4685484089,-99.1234234542
2019;Mayo;2019-05-04 20:50;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-4;UI-3CD;TLALPAN;EQUIPAMIENTO FABRICA FISISA I;2019;Mayo;2019-05-09 20:11;AVENIDA ACOXPA;NA;-99.1367847004375;19.2992803952233;19.2992803952,-99.1367847004
2019;Mayo;2019-05-09 18:10;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3SD;CUAUHTEMOC;BUENAVISTA;2019;Mayo;2019-05-09 20:14;PUENTE DE ALVARADO;PONCIANO ARRIAGA;-99.1542333154619;19.4392217738271;19.4392217738,-99.1542333155
2019;Mayo;2019-05-09 10:30;AMENAZAS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLALPAN;TLP-3;UI-3CD;TLALPAN;TLALPAN CENTRO I;2019;Mayo;2019-05-09 20:19;CALZADA DE TLALPAN;BELISARIO DOMINGUEZ;-99.1621638996662;19.2903269032954;19.2903269033,-99.1621638997
2019;Abril;2019-04-29 12:00;DELITOS AMBIENTALES;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA;A;3 CON DETENIDO 3 C/D;TLAHUAC;SAN FRANCISCO TLALTENCO;2019;Mayo;2019-05-09 20:21;TEPOZONTITLA POBLADO DE SAN PEDRO TLAHUAC;NA;-99.0080426244677;19.2972772914113;19.2972772914,-99.0080426245
2019;Abril;2019-04-21 17:00;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;INVESTIGACIÓN EN MIGUEL HIDALGO;MH-1;UI-1SD;MIGUEL HIDALGO;ANAHUAC;2019;Mayo;2019-05-09 20:24;LAGUNA DE GUZMAN;NA;-99.1709320006862;19.4431271506653;19.4431271507,-99.1709320007
2019;Abril;2019-04-22 12:00;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;DEL VALLE CENTRO;2019;Mayo;2019-05-09 20:27;ADOLFO PRIETO;NA;-99.1700330995487;19.3820097985947;19.3820097986,-99.1700330995
2019;Mayo;2019-05-09 12:30;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-5;UI-2SD;BENITO JUAREZ;DEL LAGO;2019;Mayo;2019-05-09 20:38;LAGO;NA;-99.1404138249475;19.379330308621;19.3793303086,-99.1404138249
2019;Mayo;2019-05-08 20:00;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO;E;3 CON DETENIDO 3 C/D;IZTACALCO;GABRIEL RAMOS MILLÁN SECCIÓN TLACOTAL;2019;Mayo;2019-05-09 20:44;SUR 117;NA;-99.1061845891678;19.3943035093539;19.3943035094,-99.1061845892
2019;Mayo;2019-05-07 14:20;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;MIGUEL DE LA MADRID;2019;Mayo;2019-05-09 20:48;MOCTEZUMA;BATALLA DE PUEBLA;-99.0027642735795;19.3469479768695;19.3469479769,-99.0027642736
2019;Abril;2019-04-24 09:00;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-6;UI-3CD;IZTAPALAPA;ERMITA ZARAGOZA;2019;Mayo;2019-05-09 20:49;CERRO DEL VELADERO;NA;-98.9990833184338;19.3681039611086;19.3681039611,-98.9990833184
2019;Mayo;2019-05-06 10:00;RESPONSABILIDAD PROFESIONAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA;A;3 CON DETENIDO 3 C/D;GUSTAVO A MADERO;LA PURÍSIMA TICOMÁN;2019;Mayo;2019-05-09 20:52;AVENIDA ACUEDUCTO NO. 804;NA;-99.1359021127842;19.517032591089;19.5170325911,-99.1359021128
2019;Mayo;2019-05-09 20:00;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;INVESTIGACIÓN PARA LA ATENCIÓN DE DELITOS SEXUALES;FDS-4;FDS-4-03;GUSTAVO A MADERO;GUADALUPE VICTORIA;2019;Mayo;2019-05-09 21:00;BRAMS;AVENIDAD INSURGENTES;-99.139534764483;19.4692344388399;19.4692344388,-99.1395347645
2019;Mayo;2019-05-09 20:25;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN CUAUHTEMOC;CUH-2;UI-3CD;CUAUHTEMOC;CENTRO;2019;Mayo;2019-05-09 21:03;IZAZAGA;BOLIVAR;-99.1393968995779;19.4265527957872;19.4265527958,-99.1393968996
2019;Mayo;2019-05-09 20:15;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN TLAHUAC;TLH-1;UI-3CD;TLAHUAC;QUIAHUATLA;2019;Mayo;2019-05-09 21:07;MARGARITA;JACARANDAS;-99.0043133531531;19.2623658714531;19.2623658715,-99.0043133532
2019;Mayo;2019-05-08 12:20;ROBO A REPARTIDOR CON VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;SANTIAGO ACAHUALTEPEC;2019;Mayo;2019-05-09 21:12;MIGUEL HIDALGO;MEMETLA;-99.0049771233926;19.355159212337;19.3551592123,-99.0049771234
2019;Mayo;2019-05-09 15:30;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTACALCO;IZC-2;UI-3SD;IZTACALCO;AGRÍCOLA ORIENTAL;2019;Mayo;2019-05-09 21:15;ORIENTE 249;NA;-99.0675404001664;19.3967869996955;19.3967869997,-99.0675404002
2019;Mayo;2019-05-09 17:00;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;TLACOQUEMECATL;2019;Mayo;2019-05-09 21:16;FELIX CUEVAS;NA;-99.1785454041311;19.3740662978698;19.3740662979,-99.1785454041
2018;Julio;2018-07-19 12:00;FRAUDE;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN BENITO JUÁREZ;BJ-1;UI-1SD;BENITO JUAREZ;ÁLAMOS;2019;Mayo;2019-05-09 21:25;CADIZEXT. 59;NA;-99.1437956050941;19.399429606215;19.3994296062,-99.1437956051
2019;Mayo;2019-05-08 22:10;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;INVESTIGACIÓN EN IZTAPALAPA;IZP-9;UI-3SD;IZTAPALAPA;SANTA MARTHA ACATITLA;2019;Mayo;2019-05-09 21:30;AV. IGNACIO ZARAGOZA;NA;-99.0061634032669;19.3561597989389;19.3561597989,-99.0061634033
2019;Mayo;2019-05-09 17:00;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN IZTAPALAPA;IZP-7;UI-3CD;IZTAPALAPA;EL MOLINO;2019;Mayo;2019-05-09 21:31;CALZ. ERMITA IZTAPALAPA;FRANCISCO SARABIA;-99.0860975107052;19.3558446021058;19.3558446021,-99.0860975107
2019;Mayo;2019-05-08 21:00;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;INVESTIGACIÓN EN ÁLVARO OBREGÓN;AO-2;UI-3SD;ALVARO OBREGON;SANTA LUCIA;2019;Mayo;2019-05-09 21:38;SANTA LUCIA;RAYON;-99.2537107004596;19.357181102334;19.3571811023,-99.2537107005
